g^4,gamma,D(p),error,p
2.0,1.0,0.2277206544795494,0.0140325666881631,2.748893571891069
2.0,1.0,0.1973033748140783,0.01058142316772,2.945243112740431
2.0,1.0,0.2034485468748138,0.0156029170680321,3.141592653589793
2.0,1.0,0.2002226015567426,0.0122763379328713,3.3379421944391554
2.0,1.0,0.2077073223744832,0.0113304464084355,3.5342917352885173
2.0,1.0,0.2033688749253022,0.0143380812754396,3.730641276137879
2.0,1.0,0.2185426522280534,0.0123112443691957,3.9269908169872414
2.0,1.0,0.2334669098220688,0.0141173028895261,4.123340357836604
2.0,1.0,0.2642484286678227,0.0141206398327133,4.319689898685965
2.0,1.0,0.2796595846054212,0.015122678850717,4.516039439535327
2.0,1.0,0.3042986936056684,0.0159904723071118,4.71238898038469
2.0,1.0,0.3471788268622912,0.0176898151734588,4.908738521234052
2.0,1.0,0.4164918446013284,0.016158420970557,5.105088062083414
2.0,1.0,0.5451048507586791,0.0182287728155962,5.301437602932776
2.0,1.0,0.5958994970084899,0.0192874969257119,5.497787143782138
2.0,1.0,0.6377969209710268,0.0225286889571514,5.6941366846315
2.0,1.0,0.7186069511442345,0.0240834216202282,5.890486225480862
2.0,1.0,0.8629861280250226,0.024222097572643,6.086835766330224
2.0,1.0,0.7649783202739538,0.0337894827780086,0.0
2.0,1.0,0.8888335444109287,0.0229701682894163,0.196349540849362
2.0,1.0,0.7919002764050833,0.0239794363854115,0.3926990816987241
2.0,1.0,0.6596623300264125,0.0203491174430935,0.5890486225480862
2.0,1.0,0.5690783925213401,0.0219685077481495,0.7853981633974483
2.0,1.0,0.514323043631912,0.0178142124953578,0.9817477042468103
2.0,1.0,0.4049248162320532,0.0185094136814181,1.1780972450961724
2.0,1.0,0.332190007002805,0.0155865467990286,1.3744467859455345
2.0,1.0,0.3276887059795866,0.0148502603409396,1.5707963267948966
2.0,1.0,0.2668227518648677,0.0140853419615642,1.7671458676442586
2.0,1.0,0.2415188950070969,0.013806827815633,1.9634954084936207
2.0,1.0,0.2281189131336645,0.0136267575133953,2.1598449493429825
2.0,1.0,0.2408997601972786,0.0120281164518556,2.356194490192345
2.0,1.0,0.1928755207600707,0.0127812526432278,2.552544031041707
2.0,1.0,0.2040204710619289,0.0104712326082285,2.748893571891069
2.0,1.0,0.1937921483517422,0.0119813567593389,2.945243112740431
2.0,1.0,0.1703237744885181,0.0165757663425793,3.141592653589793
2.0,1.0,0.1943601181773046,0.0120525854276065,3.3379421944391554
2.0,1.0,0.193437440478447,0.011634853579703,3.5342917352885173
2.0,1.0,0.2064178803900223,0.0123007708850352,3.730641276137879
2.0,1.0,0.2245009847933453,0.0122303544542955,3.9269908169872414
2.0,1.0,0.264481081320186,0.0134208958152264,4.123340357836604
2.0,1.0,0.2346683364063108,0.014026402424511,4.319689898685965
2.0,1.0,0.2702632088281038,0.0116457647702814,4.516039439535327
2.0,1.0,0.3230377980136406,0.0152881901075308,4.71238898038469
2.0,1.0,0.3610274559227565,0.0165116648410471,4.908738521234052
2.0,1.0,0.4171280926587938,0.0171207487400309,5.105088062083414
2.0,1.0,0.5100899853559911,0.0170116986493623,5.301437602932776
2.0,1.0,0.538637122550831,0.0194397102429219,5.497787143782138
2.0,1.0,0.6526227865069485,0.021861466723725,5.6941366846315
2.0,1.0,0.8287371634102689,0.0207826568912255,5.890486225480862
2.0,1.0,0.8056366470817354,0.0249805477040736,6.086835766330224
0.5,1.0,0.8893971238204922,0.0361894006103847,0.0
0.5,1.0,0.8831768639629849,0.0241729400241165,0.196349540849362
0.5,1.0,0.8044560669778754,0.0214790787685908,0.3926990816987241
0.5,1.0,0.7334952912602627,0.0222101571446148,0.5890486225480862
0.5,1.0,0.6213946363085389,0.0213993606399341,0.7853981633974483
0.5,1.0,0.5324356480741739,0.0207185743659475,0.9817477042468103
0.5,1.0,0.469612136917858,0.0175552951198808,1.1780972450961724
0.5,1.0,0.3682809178301671,0.0165992640663181,1.3744467859455345
0.5,1.0,0.3438600179175598,0.0167621575776317,1.5707963267948966
0.5,1.0,0.296061042701544,0.0159927354046174,1.7671458676442586
0.5,1.0,0.2677196990516576,0.0142033736089893,1.9634954084936207
0.5,1.0,0.2496282396688313,0.0139501161121435,2.1598449493429825
0.5,1.0,0.225736977468435,0.0131508862945314,2.356194490192345
0.5,1.0,0.2291925144339318,0.0110870400606941,2.552544031041707
0.5,1.0,0.2235860980572435,0.0132404817255406,2.748893571891069
0.5,1.0,0.2098095258953547,0.0119058770593843,2.945243112740431
0.5,1.0,0.1982150244280398,0.0164094769574073,3.141592653589793
0.5,1.0,0.2027354485960449,0.0115846265426268,3.3379421944391554
0.5,1.0,0.1955174125194047,0.0123205397962946,3.5342917352885173
0.5,1.0,0.2143079790152995,0.0112363144527603,3.730641276137879
0.5,1.0,0.2510844459919607,0.0131061229567207,3.9269908169872414
0.5,1.0,0.2184767913806772,0.0123378686241923,4.123340357836604
0.5,1.0,0.2479264782102645,0.0142376199251907,4.319689898685965
0.5,1.0,0.3062228422407639,0.0154996514562865,4.516039439535327
0.5,1.0,0.3300228362448568,0.0162253496706164,4.71238898038469
0.5,1.0,0.3651033189878803,0.0163312895136933,4.908738521234052
0.5,1.0,0.4271387787599136,0.0237507256278153,5.105088062083414
0.5,1.0,0.502515928639047,0.0183258079664922,5.301437602932776
0.5,1.0,0.6122709554085444,0.0210385117547365,5.497787143782138
0.5,1.0,0.7473568730974308,0.0237116095893477,5.6941366846315
0.5,1.0,0.7474325440209326,0.0241678776847216,5.890486225480862
0.5,1.0,0.9492427246054556,0.024810754527381,6.086835766330224
0.5,1.0,1.029034523886092,0.0398199448341718,0.0
0.5,1.0,0.8989236706134299,0.0249654783307428,0.196349540849362
0.5,1.0,0.8488150772951168,0.023498515398143,0.3926990816987241
0.5,1.0,0.7633217360579826,0.0240633089843768,0.5890486225480862
0.5,1.0,0.6209570315959357,0.021861211832322,0.7853981633974483
0.5,1.0,0.5207701008448935,0.0189226622392404,0.9817477042468103
0.5,1.0,0.4233727492869851,0.0187142185219499,1.1780972450961724
0.5,1.0,0.3660060508299252,0.0168547392756973,1.3744467859455345
0.5,1.0,0.3272338483968001,0.0162303643166386,1.5707963267948966
0.5,1.0,0.2923594363484086,0.0155117128495887,1.7671458676442586
0.5,1.0,0.2661765805582216,0.0141379224753796,1.9634954084936207
0.5,1.0,0.2490190641093385,0.0140715216172218,2.1598449493429825
0.5,1.0,0.2359355432786456,0.0133937193399939,2.356194490192345
0.5,1.0,0.2362796681420749,0.0110056433303458,2.552544031041707
