g^4,gamma,D(p),error,p,comment
5.0,1.0,0.2776292491395628,0.0124945848639059,1.7671458676442586,working
5.0,1.0,0.2360181835392142,0.0105534691663919,1.9634954084936207,working
5.0,1.0,0.2123562098202182,0.011511577581799,2.1598449493429825,working
5.0,1.0,0.2070606569725879,0.0116727075325564,2.356194490192345,working
5.0,1.0,0.2150590796959247,0.008924072147205,2.552544031041707,working
5.0,1.0,0.2102353116351134,0.0102865711456424,2.748893571891069,working
5.0,1.0,0.1850180616085274,0.0107266724019485,2.945243112740431,working
5.0,1.0,0.1819213386124597,0.0148782246297712,3.141592653589793,working
5.0,1.0,0.178978657248111,0.0091886631069479,3.3379421944391554,working
5.0,1.0,0.1731236163570122,0.0097309960773133,3.5342917352885173,working
5.0,1.0,0.1760643886909587,0.0104837054338434,3.730641276137879,working
5.0,1.0,0.1993547529167081,0.0111535126978996,3.9269908169872414,working
5.0,1.0,0.2310846931632027,0.0106016592161172,4.123340357836604,working
5.0,1.0,0.2377912167728507,0.0121030854661962,4.319689898685965,working
5.0,1.0,0.2626978979199363,0.0126961974950954,4.516039439535327,working
5.0,1.0,0.315151453216305,0.0121007158712843,4.71238898038469,working
5.0,1.0,0.326174452774514,0.0115691720786751,4.908738521234052,working
5.0,1.0,0.3965913655067089,0.0145764157501306,5.105088062083414,working
5.0,1.0,0.4449256062637313,0.014471147316622,5.301437602932776,working
5.0,1.0,0.5199408592505138,0.0130132818105022,5.497787143782138,working
5.0,1.0,0.5424798727036546,0.020336345587603,5.6941366846315,working
5.0,1.0,0.686526102615578,0.0189622383357254,5.890486225480862,working
5.0,1.0,0.7280159596775653,0.0143821616525331,6.086835766330224,working
10.0,1.0,0.2736841277120332,0.010824087963891778,0.0,working
10.0,1.0,0.25829888190741207,0.007917397502281551,0.19634954084936207,working
10.0,1.0,0.2311039486814358,0.007548894544513728,0.39269908169872414,working
10.0,1.0,0.2100092278451816,0.006079551961135043,0.5890486225480862,working
10.0,1.0,0.19595259199952395,0.0057313284977004945,0.7853981633974483,working
10.0,1.0,0.14192695118968984,0.006119391041496834,0.9817477042468103,working
10.0,1.0,0.12979086213363802,0.005205066710612407,1.1780972450961724,working
10.0,1.0,0.1148540861594088,0.004862231888331783,1.3744467859455345,working
10.0,1.0,0.09051178397038041,0.004350829737397473,1.5707963267948966,working
10.0,1.0,0.09315252832698562,0.004019171088046052,1.7671458676442586,working
10.0,1.0,0.0783066065169585,0.0038077392108356173,1.9634954084936207,working
10.0,1.0,0.07731556075352458,0.004092814539658363,2.1598449493429825,working
10.0,1.0,0.06651831499772155,0.004184445651525059,2.356194490192345,working
10.0,1.0,0.07011759946259453,0.0034858462048592232,2.552544031041707,working
10.0,1.0,0.061126878920725616,0.003942704681517315,2.748893571891069,working
10.0,1.0,0.06570784969272994,0.003124721042000485,2.945243112740431,working
10.0,1.0,0.06294524758651543,0.005450644432995403,3.141592653589793,working
10.0,1.0,0.06252332561086855,0.0037508488127108103,3.3379421944391554,working
10.0,1.0,0.05996473535345745,0.0033763983703842563,3.5342917352885173,working
10.0,1.0,0.07168466696796556,0.0037909035611708598,3.730641276137879,working
10.0,1.0,0.07429194866838015,0.0036979477330323965,3.9269908169872414,working
10.0,1.0,0.07673513186362535,0.00353947987562433,4.123340357836604,working
10.0,1.0,0.08115816242672226,0.0038009225761501944,4.319689898685965,working
10.0,1.0,0.09230589018091952,0.0039605816890717896,4.516039439535327,working
10.0,1.0,0.101783415988934,0.0047169376325101485,4.71238898038469,working
10.0,1.0,0.11123917787775045,0.004452312605426235,4.908738521234052,working
10.0,1.0,0.13571609931601653,0.00565437020326948,5.105088062083414,working
10.0,1.0,0.14986499581912077,0.005220696588586345,5.301437602932776,working
10.0,1.0,0.17783842316108178,0.006113484055714241,5.497787143782138,working
10.0,1.0,0.2174206304885235,0.006300617759376724,5.6941366846315,working
10.0,1.0,0.23178621601539146,0.006681782466828453,5.890486225480862,working
10.0,1.0,0.26861464393734497,0.007078705361285589,6.086835766330224,working
10.0,1.0,0.573568735998653,0.0259743539800338,0.0,parrallel
10.0,1.0,0.6185879132043219,0.0195691473045275,0.196349540849362,parrallel
10.0,1.0,0.4873214754663365,0.0160281156260183,0.3926990816987241,parrallel
10.0,1.0,0.4643282970338221,0.0174538194342878,0.5890486225480862,parrallel
10.0,1.0,0.3853608373580313,0.0179485388909196,0.7853981633974483,parrallel
10.0,1.0,0.4033869368680795,0.0152654379191451,0.9817477042468103,parrallel
10.0,1.0,0.3013432128486377,0.0123892322649077,1.1780972450961724,parrallel
10.0,1.0,0.2986376163742297,0.0138757945725316,1.3744467859455345,parrallel
10.0,1.0,0.2496328951456757,0.0129819419543199,1.5707963267948966,parrallel
10.0,1.0,0.2300199164036712,0.0120090257291275,1.7671458676442586,parrallel
10.0,1.0,0.2322561847675759,0.0132504544098984,1.9634954084936207,parrallel
10.0,1.0,0.1999705137606186,0.0104072590109571,2.1598449493429825,parrallel
10.0,1.0,0.1944160875392095,0.0101858503524598,2.356194490192345,parrallel
10.0,1.0,0.2042297677076986,0.011549747636501,2.552544031041707,parrallel
10.0,1.0,0.1990452461029847,0.0112327240480618,2.748893571891069,parrallel
10.0,1.0,0.1768753077773792,0.0103665765874261,2.945243112740431,parrallel
10.0,1.0,0.1331728419205632,0.0156382407397724,3.141592653589793,parrallel
10.0,1.0,0.1638569329295603,0.012504086563423,3.3379421944391554,parrallel
10.0,1.0,0.1868421263344446,0.0113081924161048,3.5342917352885173,parrallel
10.0,1.0,0.1831873540824061,0.0112555309499647,3.730641276137879,parrallel
10.0,1.0,0.1935196208282886,0.010173961930086,3.9269908169872414,parrallel
10.0,1.0,0.2043655229680364,0.0102725444965425,4.123340357836604,parrallel
10.0,1.0,0.1983673702524549,0.0106616782234895,4.319689898685965,parrallel
10.0,1.0,0.2493290843549441,0.0107164329318173,4.516039439535327,parrallel
10.0,1.0,0.2700443219993182,0.0130657499390804,4.71238898038469,parrallel
10.0,1.0,0.2606452692069453,0.01423530909753,4.908738521234052,parrallel
10.0,1.0,0.3258378696946416,0.014674629500955,5.105088062083414,parrallel
10.0,1.0,0.4229569311995093,0.0179442287201197,5.301437602932776,parrallel
10.0,1.0,0.4079653437415445,0.0173653676009582,5.497787143782138,parrallel
10.0,1.0,0.5067610981843778,0.0159006133257905,5.6941366846315,parrallel
10.0,1.0,0.570218620310252,0.0184839394184726,5.890486225480862,parrallel
10.0,1.0,0.6013783873050299,0.0203042539874106,6.086835766330224,parrallel
5.0,1.0,0.7909085525770536,0.027703243345289105,0.0,parrallel
5.0,1.0,0.7393419715503081,0.019464794307921147,0.19634954084936207,parrallel
5.0,1.0,0.6541836980505432,0.019488927886258046,0.39269908169872414,parrallel
5.0,1.0,0.5734034090418743,0.020887107595074197,0.5890486225480862,parrallel
5.0,1.0,0.5090336907723364,0.019287295854765386,0.7853981633974483,parrallel
5.0,1.0,0.45887647622700917,0.018270752683938133,0.9817477042468103,parrallel
5.0,1.0,0.3915952741173174,0.014779082277579203,1.1780972450961724,parrallel
5.0,1.0,0.33959548810219836,0.013681520505320819,1.3744467859455345,parrallel
5.0,1.0,0.29932000699687344,0.011810987973494941,1.5707963267948966,parrallel
5.0,1.0,0.22274501639190217,0.013002605520097748,1.7671458676442586,parrallel
5.0,1.0,0.24033661142657864,0.01187504533245648,1.9634954084936207,parrallel
5.0,1.0,0.20398906621247911,0.013093920106004985,2.1598449493429825,parrallel
5.0,1.0,0.21939673507812313,0.012852327034226913,2.356194490192345,parrallel
5.0,1.0,0.18619991835443808,0.0109339061417404,2.552544031041707,parrallel
5.0,1.0,0.18765974804532426,0.01167372385547883,2.748893571891069,parrallel
5.0,1.0,0.18299806017316925,0.01189122099408442,2.945243112740431,parrallel
5.0,1.0,0.1745106701553647,0.0164462421043208,3.141592653589793,parrallel
5.0,1.0,0.1964562695985613,0.011550370227326539,3.3379421944391554,parrallel
5.0,1.0,0.1999442213897143,0.010565380126717518,3.5342917352885173,parrallel
5.0,1.0,0.20891934336363135,0.014100332052074872,3.730641276137879,parrallel
5.0,1.0,0.20722340419432442,0.011356686166652974,3.9269908169872414,parrallel
5.0,1.0,0.2049422403866539,0.012928775449483143,4.123340357836604,parrallel
5.0,1.0,0.24594877076564475,0.013434403021593651,4.319689898685965,parrallel
5.0,1.0,0.29571635872127605,0.012711000145807106,4.516039439535327,parrallel
5.0,1.0,0.3062074980743107,0.014400321738335515,4.71238898038469,parrallel
5.0,1.0,0.3225284094303148,0.015902785072307087,4.908738521234052,parrallel
5.0,1.0,0.3903305237649303,0.015612513433305053,5.105088062083414,parrallel
5.0,1.0,0.4650522915414054,0.0181931458390352,5.301437602932776,parrallel
5.0,1.0,0.47231673742125524,0.01973125124839287,5.497787143782138,parrallel
5.0,1.0,0.5593053552078701,0.018333719617976023,5.6941366846315,parrallel
5.0,1.0,0.6368616439950647,0.021319522334318376,5.890486225480862,parrallel
5.0,1.0,0.6915471078057339,0.01841588442192997,6.086835766330224,parrallel
